"rt","response","trialType","trial_type","trial_index","time_elapsed","internal_node_id","sub_n","date","time","leftRight","age","race","ethnicity","gender","exp_duration","success","timeout","failed_images","failed_audio","failed_video","stimulus","view_history","trialID","radius_a","radius_b","angle_a","angle_b","lrCond","question_order"
"3002","1","rating","canvas-keyboard-response","93","289615","0.0-11.0-0.41","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","176","113","30","17","40","1",""
"null","null","clear_screen","canvas-keyboard-response","94","289873","0.0-11.0-1.41","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","176","113","30","17","40","",""
"2219","9","rating","canvas-keyboard-response","95","292103","0.0-11.0-0.42","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","227","85","85","25","33","1",""
"null","null","clear_screen","canvas-keyboard-response","96","292362","0.0-11.0-1.42","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","227","85","85","25","33","",""
"1787","7","rating","canvas-keyboard-response","97","294159","0.0-11.0-0.43","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","188","140","85","17","33","1",""
"null","null","clear_screen","canvas-keyboard-response","98","294417","0.0-11.0-1.43","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","188","140","85","17","33","",""
"3131","4","rating","canvas-keyboard-response","99","297558","0.0-11.0-0.44","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","12","30","85","10","25","0",""
"null","null","clear_screen","canvas-keyboard-response","100","297817","0.0-11.0-1.44","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","12","30","85","10","25","",""
"2892","7","rating","canvas-keyboard-response","101","300718","0.0-11.0-0.45","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","154","85","140","17","25","1",""
"null","null","clear_screen","canvas-keyboard-response","102","300977","0.0-11.0-1.45","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","154","85","140","17","25","",""
"3918","7","rating","canvas-keyboard-response","103","304911","0.0-11.0-0.46","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","295","57","85","40","40","1",""
"null","null","clear_screen","canvas-keyboard-response","104","305169","0.0-11.0-1.46","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","295","57","85","40","40","",""
"2418","8","rating","canvas-keyboard-response","105","307599","0.0-11.0-0.47","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","273","85","113","33","33","1",""
"null","null","clear_screen","canvas-keyboard-response","106","307857","0.0-11.0-1.47","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","273","85","113","33","33","",""
"5403","6","rating","canvas-keyboard-response","107","313270","0.0-11.0-0.48","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","225","85","30","25","33","0",""
"null","null","clear_screen","canvas-keyboard-response","108","313529","0.0-11.0-1.48","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","225","85","30","25","33","",""
"7476","3","rating","canvas-keyboard-response","109","321014","0.0-11.0-0.49","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","241","113","30","25","40","0",""
"null","null","clear_screen","canvas-keyboard-response","110","321272","0.0-11.0-1.49","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","241","113","30","25","40","",""
